0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
 10003167 ;AL ;ARAPIRACA ;Povoado Canaã ;RUA PROJETADA, N. 05, DOIS GALPÕES PARA DEPÓSITO ;20.510,00;350.000,00;94.14;Comercial, 0.00 de área total, 389.79 de área privativa, 542.12 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10003167,,,,,,,
 8444416832068 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA OTAVIO PORPINO DA SILVA, N. 209, Apto 103, TERREO PREDIO RESID PEREIRA GUEDES ;139.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 51.01 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416832068
 8444403650152 ;PB ;JOAO PESSOA ;FUNCIONARIOS ;RUA ANACLETO DE SOUSA, N. 249, Apto 102, 0 ;116.000,00;116.000,00;0.00;Apartamento, 0.00 de área total, 49.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403650152
 8444415970556 ;PB ;JOAO PESSOA ;FUNCIONARIOS ;RUA AGRICULTOR CARLOS ONOFRE NOBREGA, N. 641, Apto 202, 1 ANDAR ;132.000,00;132.000,00;0.00;Apartamento, 0.00 de área total, 54.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415970556
 8444422092054 ;PB ;JOAO PESSOA ;FUNCIONARIOS ;RUA COMERCIANTE JOSE FORMIGA DE ASSIS, N. 137, Apto 202 ;122.000,00;122.000,00;0.00;Apartamento, 0.00 de área total, 42.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422092054,
 8555517301744 ;PB ;JOAO PESSOA ;FUNCIONARIOS ;RUA MANOEL FRANCISCO FELICIANO, N. 61, Apto 101, BL E ;118.000,00;118.000,00;0.00;Apartamento, 0.00 de área total, 43.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517301744
 8444402155379 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA LUCIANO LEAL WANDERLEY, N. 106, Apto 202, 0 ;113.000,00;113.000,00;0.00;Apartamento, 0.00 de área total, 56.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402155379,
 8444406771759 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA BACHAREL IOMAR MOREIRA BARROS, N. 27, Apto 201, 0 ;121.000,00;121.000,00;0.00;Apartamento, 0.00 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406771759
 8444406844799 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA AQUILES VITTA, N. 185, Apto 202, 1 ANDAR ;131.300,00;131.300,00;0.00;Apartamento, 0.00 de área total, 53.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406844799
 8444415031304 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA  AGRICULTOR ANTONIO TOMAZ DA SILVA, N. 64, Apto 202, RESID HAVANA 1 ANDAR ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 41.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415031304
 8444418767425 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA DOUTOR VITAL BRASIL, N. 200, Apto 302, 2 ANDAR ;118.000,00;118.000,00;0.00;Apartamento, 0.00 de área total, 33.19 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418767425
 8444425954570 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 407, CONDOMINIO A ;141.000,00;141.000,00;0.00;Apartamento, 0.00 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425954570,
 8787704821684 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 406, 3 ANDAR BLA8 ;157.000,00;157.000,00;0.00;Apartamento, 0.00 de área total, 46.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704821684
 8787706594065 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 205, BC A12 ;132.229,83;132.229,83;0.00;Apartamento, 0.00 de área total, 44.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706594065,
 8787707562728 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 301, BL A10 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707562728
 8787710691754 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 108, TERREO BLC A19  SUBCONDOMINIO A ;110.000,00;110.000,00;0.00;Apartamento, 0.00 de área total, 36.33 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710691754
 8787710809178 ;PB ;JOAO PESSOA ;ERNANI SATIRO ;RUA ANA ESPINOLA NAVARRO, N. 400, Apto 310, SUBCONDOMINIO B  B12 ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710809178
 8444411313100 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA DOS DIAMANTES, N. SN, Apto 104, BL I QD 115 LT 1036 ;114.000,00;114.000,00;0.00;Apartamento, 0.00 de área total, 47.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411313100
 8444415365938 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA CIDADE DE CAMPO DE SANTANA, N. 559, Apto 301, 2 ANDAR RESIDENCIAL CASTELO DE MONSERA ;140.807,31;140.807,31;0.00;Apartamento, 0.00 de área total, 48.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415365938
 8444424367859 ;PB ;JOAO PESSOA ;INDUSTRIAS ;  ANTONIO LUIZ DO NASCIMENTO, N. 464, CASA 466 ;142.000,00;142.000,00;0.00;Casa, 0.00 de área total, 56.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424367859
 8555525785291 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA DOS DIAMANTES, N. 650, Apto 103, BL N ;120.000,00;120.000,00;0.00;Apartamento, 0.00 de área total, 48.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525785291
 8555535513065 ;PB ;JOAO PESSOA ;INDUSTRIAS ;RUA PROFESSORA BITTE PEREIRA, N. 41, Apto 209 ;122.000,00;122.000,00;0.00;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535513065,
 8555517064505 ;PB ;JOAO PESSOA ;ILHA DO BISPO ;RUA ANTONIO EUFLASINO DOS SANTOS, N. 134, Apto 102 ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 69.77 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517064505,
 1444402964937 ;PB ;JOAO PESSOA ;ERNESTO GEISEL ;RUA JOSE MARIA ARRUDA NUMERO 137, N. 137 ;328.000,00;328.000,00;0.00;Casa, 0.00 de área total, 179.93 de área privativa, 200.00 de área do terreno,  4 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402964937,,
 8555504343150 ;PB ;JOAO PESSOA ;ERNESTO GEISEL ;RUA VALDEMAR NAZIAZENO, N. 70, Apto 204, BL D ;113.000,00;113.000,00;0.00;Apartamento, 0.00 de área total, 43.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504343150
 8444408157381 ;PB ;JOAO PESSOA ;JARDIM CIDADE UNIVERSITARIA ;RUA CECILIA RODRIGUES DE SIQUEIRA, N. 509, Apto 402 ;176.000,00;176.000,00;0.00;Apartamento, 0.00 de área total, 65.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408157381,
 8444403062943 ;PB ;JOAO PESSOA ;JAGUARIBE ;RUA DOUTOR BATISTA LINS, N. 175, Apto 304, 0 ;203.000,00;203.000,00;0.00;Apartamento, 0.00 de área total, 62.24 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403062943
 8555514918201 ;PB ;JOAO PESSOA ;JOSE AMERICO DE ALMEIDA ;RUA EWERTTONN BERTONNY COSTA ARAUJO, N. 63, Apto 102 ;132.000,00;132.000,00;0.00;Apartamento, 0.00 de área total, 57.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514918201,
 8787701792454 ;PB ;JOAO PESSOA ;MANGABEIRA ;RUA MARCIA CARNEIRO MORAIS DE OLIVEIRA, N. 281, Apto 304, BL 03 ;142.869,17;142.869,17;0.00;Apartamento, 0.00 de área total, 54.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701792454
 8444405105992 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA JOSUE HENRIQUE XAVIER, N. 35, Apto 102 ;110.000,00;110.000,00;0.00;Apartamento, 0.00 de área total, 42.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405105992,
 8444406022080 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ARNAUD PEREIRA DE LIMA, N. 280, Apto 202 ;116.500,00;116.500,00;0.00;Apartamento, 0.00 de área total, 42.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406022080,
 8444409949206 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA SANTA MARTA, N. 44, Apto 201 ;127.000,00;127.000,00;0.00;Apartamento, 0.00 de área total, 45.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409949206,
 8444413499813 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA JORNALISTA NATANAEL ALVES, N. 96, AP 201 ;132.957,58;132.957,58;0.00;Apartamento, 0.00 de área total, 42.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413499813,
 8444417343125 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA ANA GOMES SOARES, N. 270, Apto 202 ;108.000,00;108.000,00;0.00;Apartamento, 0.00 de área total, 43.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417343125,
 8444420047310 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA VIGILANTE GIVANILDO GOMES, N. 90, Apto 301, RESID DAVI FINIZOLA IV 2 ANDAR ;112.000,00;112.000,00;0.00;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420047310,
 8444421116618 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA FRANCISCA DALVA DE SOUSA AZEVEDO, N. 71, Apto 101 ;138.971,31;138.971,31;0.00;Apartamento, 0.00 de área total, 46.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421116618,
 8444421266555 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA VIGILANTE GIVANILDO GOMES, N. 163, Apto 401, 3 ANDAR ;123.000,00;123.000,00;0.00;Apartamento, 0.00 de área total, 40.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421266555
 8444422278514 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA EUCLIDES NUNES MACHADO, N. 123, Apto 304 ;141.902,80;141.902,80;0.00;Apartamento, 0.00 de área total, 48.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422278514,
 8444422482871 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA EUCLIDES NUNES MACHADO, N. 123, Apto 303 ;138.000,00;138.000,00;0.00;Apartamento, 0.00 de área total, 48.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422482871,
 8444423208153 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA SEVERINO FERREIRA DE SOUZA, N. 319, CASA 325 ;130.000,00;130.000,00;0.00;Casa, 0.00 de área total, 50.40 de área privativa, 112.85 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423208153,
 8787701375438 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA  ESTUDANTE DALMO BELMONT, N. 145, Apto 103, 0 ;112.500,00;112.500,00;0.00;Apartamento, 0.00 de área total, 43.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701375438,
 8787702345400 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA TELEGRAFISTA CHATEUBRIAND BRASIL FILHO, N. 700, Apto 301, BLOCO E ;113.230,00;113.230,00;0.00;Apartamento, 0.00 de área total, 48.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702345400,
 8787702367161 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOM HELDER CAMARA, N. 80, Apto 301, BLOCO D ;132.000,00;132.000,00;0.00;Apartamento, 0.00 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702367161
 8787702855433 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA PATATIVA DO ASSARE, N. 100, Apto 203, ANDAR 01 BL B ;119.000,00;119.000,00;0.00;Apartamento, 0.00 de área total, 44.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702855433
 8787703626241 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA TELEGRAFISTA CHATEUBRIAND BRASIL FILHO, N. 700, Apto 102, BLOCO C ;108.000,00;108.000,00;0.00;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703626241
 8787704313565 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOMINGOS JOSE DA PAIXAO, N. 1460, Apto 106, BLOCO C ;146.000,00;146.000,00;0.00;Apartamento, 0.00 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704313565
 8787704720578 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CHATEUBRIAND BRASIL FILHO, N. 700, Apto 201, 1 ANDAR BLC C LT 407 ;110.000,00;110.000,00;0.00;Apartamento, 0.00 de área total, 48.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704720578
 8787704884970 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA PATATIVA DO ASSARE, N. 100, Apto 104, TERREO BL C ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 44.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704884970
 8787706031923 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA EUCLIDES NUNES MACHADO, N. SN, Apto 201, BL A ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 51.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706031923
 1444412531065 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA CIRO TROCOLLI, N. 1980, Apto 201 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 61.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412531065,,
 8444401733344 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA APOSENTADA MARIA DO CARMO GUEDES DE LIMA, N. 78, Apto 302 ;124.714,59;124.714,59;0.00;Apartamento, 0.00 de área total, 57.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401733344,,
 8444402983867 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA APOSENTADO FRANCISCO LAURIANO DA SILVA N 90 AP, N. 90, Apto 204, 1 ANDAR ;160.714,12;160.714,12;0.00;Apartamento, 0.00 de área total, 61.98 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402983867
 8444403471320 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA COMERCIANTE AGAMENON HOLANDA DE MOURA, N. 231, CS 102 ;127.333,89;127.333,89;0.00;Casa, 0.00 de área total, 41.91 de área privativa, 340.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403471320,,
 8444407638920 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA DOMESTICA MAURINA DE OLIVEIRA SANTOS, N. 95, CS 103 ;100.000,00;100.000,00;0.00;Casa, 0.00 de área total, 44.93 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407638920,
 8444410997910 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA DOMESTICA MARINA FEITOSA DA SILVA, N. 68, Apto 102, TERREO ;210.000,00;210.000,00;0.00;Apartamento, 0.00 de área total, 70.22 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410997910
 8555519737370 ;PB ;JOAO PESSOA ;CIDADE DOS COLIBRIS ;RUA CAPITAO NATALICIO EVANGELISTA DOS SANTOS, N. 114, Apto 303 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 77.22 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519737370
